"","score","text"
"940",-1,"RT @HajiLolong: Gerombolan Anis - Sandi - FPI - PKS - Gerindra - FUI - HTI sangat jahat! Seperti ini Jakarta Bersyariah yg akan elu bangun?…"
"941",-2,"RT @GunRomli: Lagi ribut Jakarta Bersyariah, ini program Gatot alias Al-Khaththath dari FUI dan Rizieq FPI yang dukung Anies Sandi NKRI Ber…"
"942",-2,"RT @JokoHQ: Ini para penggagas Jakarta Bersyariah. Marketnya Anies. Nggak mungkin dibantah isi spanduknya. https://t.co/nOfa6ZIFSk"
"943",-2,"RT @GunRomli: Lagi ribut Jakarta Bersyariah, ini program Gatot alias Al-Khaththath dari FUI dan Rizieq FPI yang dukung Anies Sandi NKRI Ber…"
"944",2,"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…"
"945",-1,"Mau buat Jakarta Bersyariah, Ohh setelah jual ayat dan menelantarkan mayat ternyata Anies mau merobohkan Pancasila, gak bener nih Anies"
"946",2,"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…"
"947",0,"RT @saputrasurya922: #AniesTakutDebat nih skrg ngeles tak tau spanduk Jakarta Bersyariah. Biarkn GAmbar Bicara @lagaligoBone @GunRomli @Her…"
"948",2,"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…"
"949",1,"Al-Khaththath Alias Gatot, Pendukung Anies, NKRI Bersyariah Mulai dari Jakarta Bersyariah https://t.co/5YEPr6jUdp"
"950",0,"RT @SuaraAnies: Kontrak Politik Jakarta Bersyariah yang Beredar adalah Hoax https://t.co/OdUWgjH0sx"
"951",3,"RT @GunRomli: Anies tak perlu bersandiwara dgn bilang tdk tahu soal spanduk2 Jakarta Bersyariah, sebaiknya tanya dulu ke pendukungnya https…"
"952",-2,"RT @kata_sandiuno: Jakarta Bersyariah ? mngkn msh ada yg keliru. Baca dulu artikel ini ya. Justru Anies-Sandi ingin Jakarta bersatu.
https:…"
"953",-3,"RT @Alitingting2: Si cagub mengklarifikasi bhw dia tidak pasang spanduk, tp sama sekali tidak menyinggung soal isi spanduk, soal Jakarta Be…"
"954",2,"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…"
"955",-1,"RT @Alitingting2: Maka dari itu, pantas diduga bhw spanduk JAKARTA BERSYARIAH ini memang mereka yg pasang. Karena ide syariah memang mereka…"
"956",2,"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…"
"957",-2,"RT @kata_sandiuno: Jakarta Bersyariah ? mngkn msh ada yg keliru. Baca dulu artikel ini ya. Justru Anies-Sandi ingin Jakarta bersatu.
https:…"
"958",0,"RT @GunRomli: FUI: NKRI Bersyariah Harga Mati, ini Sekjennya Al-Khaththath alias Gatot Pendukung Anies, mulai dr Jakarta Bersyariah https:/…"
"959",-3,"RT @Alitingting2: Si cagub mengklarifikasi bhw dia tidak pasang spanduk, tp sama sekali tidak menyinggung soal isi spanduk, soal Jakarta Be…"
"960",-2,"RT @JokoHQ: Apa pernah Anies terang2an membantah spanduk Jakarta Bersyariah? Nggaklah. Dia pengen jg dpt secuil suara dr pendukung Jakarta…"
"961",0,"RT @saputrasurya922: #AniesTakutDebat nih skrg ngeles tak tau spanduk Jakarta Bersyariah. Biarkn GAmbar Bicara @lagaligoBone @GunRomli @Her…"
"962",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"963",-2,"Fitnah Jakarta Bersyariah tidaklah ada apa-apanya, yg kepanasan itu kubu Ahok dan kroninya saat disinggung lahan jatah naga-naganya. hayo?!"
"964",-3,"RT @ulinyusron: Mainan kok Jakarta bersyariah. Anies Sandi masih main ayat, mayat, jinayat, kualat, sekarat, lama-lama kiamat. Program nyon…"
"965",0,"It’s not how many times you get knocked down, it how many times you get back up. #NOMOR1.net #fahri8689 Jakarta Bersyariah"
"966",0,"RT @agil_woles: Mayat aje lu ancem &amp; Ayat aje lu jual murah ditaroh di spanduk2 di jalan2 &amp; dijadiin buat Tamasya.gaya2an pake mau bikin Ja…"
"967",1,"@kompascom Ini @cumarachel yg bs ngejelasin sapa orangnya yg bikin kontrak Jakarta bersyariah!"
"968",-2,"RT @cagubnyinyir: Maling Tidak Ngaku ! Spanduk ""Jakarta Bersyariah"", Anies Sebut itu  Fitnah Sistematis https://t.co/O0UGiFB139 https://t.c…"
"969",-1,"RT @Alitingting2: Maka dari itu, pantas diduga bhw spanduk JAKARTA BERSYARIAH ini memang mereka yg pasang. Karena ide syariah memang mereka…"
"970",0,"Jakarta bersyariah suatu keniscayaan jika Anies menang"
"971",1,"RT @Alitingting2: Ada apa di balik IDE SYARIAH ini dan kenapa Jakarta ingin dijadikan KOTA BERSYARIAH, silakan tanya @wahhabiCC @wahhabicc_…"
"972",0,"RT @Alitingting2: Munculny spanduk Jakarta Bersyariah ini sebetulny tdk mengejutkn sama sekali. Yg mengejutkn justru respon kelompok2 pendu…"
"973",-3,"RT @Alitingting2: Si cagub mengklarifikasi bhw dia tidak pasang spanduk, tp sama sekali tidak menyinggung soal isi spanduk, soal Jakarta Be…"
"974",-1,"Pengumuman...pengumuman...buat kaum bumi datar, noh...tanyain si uni @fahiraidris agamanya apa. Dia ga setuju jakar… https://t.co/yoE9wkxyG0"
"975",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"976",1,"Jangan sepotong: Memang harus Kita akui tidak ada yang lebih mengetahui selain Allah, syariah rahmat tuk seluruh manusia. Jakarta Bersyariah"
"977",-1,"RT @DeadlockHeaven: Die malah ribut sendiri. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>Jakarta Bersyariah https://t.co/TodytYfxdy"
"978",1,"RT @ulinyusron: Pendukung Anies Sandi yang kencang teriak Jakarta Bersyariah ditangkap di hotel mewah. Enak ya nginep di hotel? https://t.c…"
"979",0,"RT @Alitingting2: Munculny spanduk Jakarta Bersyariah ini sebetulny tdk mengejutkn sama sekali. Yg mengejutkn justru respon kelompok2 pendu…"
"980",1,"RT @Alitingting2: Ada apa di balik IDE SYARIAH ini dan kenapa Jakarta ingin dijadikan KOTA BERSYARIAH, silakan tanya @wahhabiCC @wahhabicc_…"
"981",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"982",-1,"RT @Alitingting2: Maka dari itu, pantas diduga bhw spanduk JAKARTA BERSYARIAH ini memang mereka yg pasang. Karena ide syariah memang mereka…"
"983",-2,"RT @cagubnyinyir: Maling Tidak Ngaku ! Anies: Spanduk ""Jakarta Bersyariah"", itu  Fitnah Sistematis https://t.co/O0UGiFB139 @DJ_edotin  @max…"
"984",-1,"RT @HajiLolong: Gerombolan Anis - Sandi - FPI - PKS - Gerindra - FUI - HTI sangat jahat! Seperti ini Jakarta Bersyariah yg akan elu bangun?…"
"985",0,"Jangan Sepotong: Syariah wajib, mmng benar &amp; akan diserukan pula stlahnya, namun pastikan Ahok &amp; Naga-nya diadili dahulu. Jakarta Bersyariah"
"986",2,"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…"
"987",0,"RT @habibpedofil: Jakarta Bersyariah <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> yang benar adalah Jakarta Berbhineka Tunggal Ika!! Yang pengin Syariah beli pulau sendiri sana<ed><U+00A0><U+00BD><ed><U+00B6><U+0090> http…"
"988",-1,"RT @lagaligoBone: Tak banyak lagi waktu unutk menjelaskan apa itu JAKARTA BERSYARIAH.
Semoga gambar ini bisa SEDIKIT menjelaskannya https:/…"
"989",-1,"RT @SuaraAnies: Surat Kontrak Menjadikan Jakarta Bersyariah Islam: Bukan Anies yang Tandatangan https://t.co/z5z7YrHjf5"
"990",0,"RT @habibpedofil: Jakarta Bersyariah <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> yang benar adalah Jakarta Berbhineka Tunggal Ika!! Yang pengin Syariah beli pulau sendiri sana<ed><U+00A0><U+00BD><ed><U+00B6><U+0090> http…"
"991",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"992",0,"RT @GunRomli: FUI: NKRI Bersyariah Harga Mati, ini Sekjennya Al-Khaththath alias Gatot Pendukung Anies, mulai dr Jakarta Bersyariah https:/…"
"993",0,"Mayat aje lu ancem &amp; Ayat aje lu jual murah ditaroh di spanduk2 di jalan2 &amp; dijadiin buat Tamasya.gaya2an pake mau bikin Jakarta Bersyariah"
"994",1,"RT @mohammadedward: Sebagamana disinggung oleh argumen Dr. Zakir Naik; tidak beriman muslim yg memilih Auliya (termasuk pemimpin) dari kafi…"
"995",0,"Skrg Ahok bebas bahkan sumringah menebar benci thdp islam melalui pengikutnya, tdkah umat justru mnjdi smakin terpanggil? Jakarta Bersyariah"
"996",-1,"Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis https://t.co/uzhE8vlWfI || Baca komentarnya wahai Menteri Bekas <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"997",0,"RT @saputrasurya922: #AniesTakutDebat nih skrg ngeles tak tau spanduk Jakarta Bersyariah. Biarkn GAmbar Bicara @lagaligoBone @GunRomli @Her…"
"998",-1,"Isis sudah gulung tikar masak mau memaksakan Jakarta Bersyariah"
"999",0,"Jakarta Bersyariah Imperfections are important, and so are mistakes.  You get to be good by learning from your mis #NOMOR1.com #adisy5358"
"1000",-2,"RT @kata_sandiuno: Jakarta Bersyariah ? mngkn msh ada yg keliru. Baca dulu artikel ini ya. Justru Anies-Sandi ingin Jakarta bersatu.
https:…"
"1001",0,"RT @SuaraAnies: Gak malu hari gini masih nyebar hoax SARA Jakarta Bersyariah? @gunromli @ulinyusron @datuakrajoangek @habibthink https://t.…"
"1002",-1,"RT @SuaraAnies: Surat Kontrak Menjadikan Jakarta Bersyariah Islam: Bukan Anies yang Tandatangan https://t.co/z5z7YrHjf5"
"1003",-2,"RT @GunRomli: Al-Khaththath alias Gatot FUI dan Rizieq FPI ingin tegakkan NKRI Bersyariah, ya dimulai dr Jakarta Bersyariah, Anies gak usa…"
"1004",0,"Soal Spanduk ""Jakarta Bersyariah"", @aniesbaswedan Sebut Fitnahnya Sistematis https://t.co/uzhE8vlWfI | Makanya lu awasi Timses lu !!"
"1005",-1,"Ya Kita tau Jakarta Bersyariah itu fitnah. Cuekin aja. Bagi mrk pilihan mrk, bagiku Quran petunjuk-ku. Saya pcy Jan… https://t.co/HFjxa5d1P8"
"1006",-2,"RT @JokoHQ: Apa pernah Anies terang2an membantah spanduk Jakarta Bersyariah? Nggaklah. Dia pengen jg dpt secuil suara dr pendukung Jakarta…"
"1007",0,"RT @GunRomli: FUI: NKRI Bersyariah Harga Mati, ini Sekjennya Al-Khaththath alias Gatot Pendukung Anies, mulai dr Jakarta Bersyariah https:/…"
"1008",-1,"AMAN: Konsep Jakarta Bersyariah Ancam Kepentingan Perempuan https://t.co/2wYIpc7D5v)"
"1009",0,"RT @GunRomli: FUI: NKRI Bersyariah Harga Mati, ini Sekjennya Al-Khaththath alias Gatot Pendukung Anies, mulai dr Jakarta Bersyariah https:/…"
"1010",2,"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…"
"1011",3,"RT @GunRomli: Anies tak perlu bersandiwara dgn bilang tdk tahu soal spanduk2 Jakarta Bersyariah, sebaiknya tanya dulu ke pendukungnya https…"
"1012",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"1013",-1,"RT @lakstyo: Udh ada nih bib @habibthink . jd pks gak setuju jakarta bersyariah ya pak? https://t.co/xgUZi9wlWB"
"1014",-2,"RT @habibthink: Jadi PKS ga sepakat dengan ide Jakarta Bersyariah?"
"1015",0,"RT @LinaPradana: @na_dirs @bongkar @aniesbaswedan @pandji @EepSFatah @digembok @jokowi @kurawa Soal spanduk Jakarta Bersyariah, ada knfirma…"
"1016",0,"RT @GunRomli: FUI: NKRI Bersyariah Harga Mati, ini Sekjennya Al-Khaththath alias Gatot Pendukung Anies, mulai dr Jakarta Bersyariah https:/…"
"1017",-2,"RT @GunRomli: Al-Khaththath alias Gatot FUI dan Rizieq FPI ingin tegakkan NKRI Bersyariah, ya dimulai dr Jakarta Bersyariah, Anies gak usa…"
"1018",2,"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…"
"1019",0,"RT @jundiwarrior: Kalo Ahok
BAIK dan HEBAT pasti dia udah jadi Gubernur Bangka Belitung daerah asalnya <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>

Skrng Malah #PanikBikinFitnah 
Ja…"
"1020",-1,"RT @Alitingting2: Maka dari itu, pantas diduga bhw spanduk JAKARTA BERSYARIAH ini memang mereka yg pasang. Karena ide syariah memang mereka…"
"1021",1,"RT @Alitingting2: Ada apa di balik IDE SYARIAH ini dan kenapa Jakarta ingin dijadikan KOTA BERSYARIAH, silakan tanya @wahhabiCC @wahhabicc_…"
"1022",0,"RT @Alitingting2: Munculny spanduk Jakarta Bersyariah ini sebetulny tdk mengejutkn sama sekali. Yg mengejutkn justru respon kelompok2 pendu…"
"1023",1,"RT @RoniAlqurtuby: wah pada takut ya kalau Jakarta Bersyariah,  takut ngga bisa dugeman,  ngga bisa mabok2an, ngga bisa lacuran. namanya ju…"
"1024",0,"RT @jundiwarrior: Kalo Ahok
BAIK dan HEBAT pasti dia udah jadi Gubernur Bangka Belitung daerah asalnya <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>

Skrng Malah #PanikBikinFitnah 
Ja…"
"1025",-2,"RT @kata_sandiuno: Jakarta Bersyariah ? mngkn msh ada yg keliru. Baca dulu artikel ini ya. Justru Anies-Sandi ingin Jakarta bersatu.
https:…"
"1026",-1,"RT @GunRomli: Spanduk Jakarta Bersyariah unt mengalihkan isu Al-Khaththath alias Gatot sbg pendukung Anies-Sandi yg ditangkap polisi"
"1027",-1,"RT @JH_talk_2_U: Jakarta Bersyariah atau tdk, EGP. Urusan pilkada cuma 5 thn sekali. Urusan agama sampai mati. Gw gak mau ingkar perintah A…"
"1028",1,"RT @RoniAlqurtuby: wah pada takut ya kalau Jakarta Bersyariah,  takut ngga bisa dugeman,  ngga bisa mabok2an, ngga bisa lacuran. namanya ju…"
"1029",3,"RT @GunRomli: Anies tak perlu bersandiwara dgn bilang tdk tahu soal spanduk2 Jakarta Bersyariah, sebaiknya tanya dulu ke pendukungnya https…"
"1030",0,"RT @SuaraAnies: Gak malu hari gini masih nyebar hoax SARA Jakarta Bersyariah? @gunromli @ulinyusron @datuakrajoangek @habibthink https://t.…"
"1031",-1,"RT @SuaraAnies: Surat Kontrak Menjadikan Jakarta Bersyariah Islam: Bukan Anies yang Tandatangan https://t.co/z5z7YrHjf5"
"1032",-1,"Spanduk Jakarta Bersyariah Beredar Masif, Anies: Kami Tidak Marah https://t.co/0A1v4QxrLi #netralnews https://t.co/PCmzqhOaH3"
"1033",-1,"RT @lagaligoBone: Tak banyak lagi waktu unutk menjelaskan apa itu JAKARTA BERSYARIAH.
Semoga gambar ini bisa SEDIKIT menjelaskannya https:/…"
"1034",-3,"RT @ronyrilda: Ada phobia yg berlebihan bagi sebgian orang jk dengar kata ""SYARIAT ISLAM"" terlebih jika dikaitkan dgn politik.""Jakarta Bers…"
"1035",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"1036",-1,"RT @SuaraAnies: Surat Kontrak Menjadikan Jakarta Bersyariah Islam: Bukan Anies yang Tandatangan https://t.co/z5z7YrHjf5"
"1037",-3,"RT @ulinyusron: Mainan kok Jakarta bersyariah. Anies Sandi masih main ayat, mayat, jinayat, kualat, sekarat, lama-lama kiamat. Program nyon…"
"1038",-3,"Namun dalam kondisi adanya pencalonan orang Kafir (penista), umat yang menyadarinya wajib segera menyingkirkan orang tsb. Jakarta Bersyariah"
"1039",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"1040",0,"RT @saputrasurya922: #AniesTakutDebat nih skrg ngeles tak tau spanduk Jakarta Bersyariah. Biarkn GAmbar Bicara @lagaligoBone @GunRomli @Her…"
"1041",0,"RT @SuaraAnies: Kontrak Politik Jakarta Bersyariah yang Beredar adalah Hoax https://t.co/OdUWgjH0sx"
"1042",3,"RT @GunRomli: Anies tak perlu bersandiwara dgn bilang tdk tahu soal spanduk2 Jakarta Bersyariah, sebaiknya tanya dulu ke pendukungnya https…"
"1043",-1,"RT @lagaligoBone: Tak banyak lagi waktu unutk menjelaskan apa itu JAKARTA BERSYARIAH.
Semoga gambar ini bisa SEDIKIT menjelaskannya https:/…"
"1044",0,"RT @SuaraAnies: Kontrak Politik Jakarta Bersyariah yang Beredar adalah Hoax https://t.co/OdUWgjH0sx"
"1045",1,"RT @GunRomli: Sepak Terjang Al-Khaththath Alias Gatot Saptono https://t.co/IkACewCL7q jejak NKRI Bersyariah &amp; Jakarta Bersyariah pendukung…"
"1046",0,"RT @SuaraAnies: Gak malu hari gini masih nyebar hoax SARA Jakarta Bersyariah? @gunromli @ulinyusron @datuakrajoangek @habibthink https://t.…"
"1047",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"1048",0,"RT @jundiwarrior: Kalo Ahok
BAIK dan HEBAT pasti dia udah jadi Gubernur Bangka Belitung daerah asalnya <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>

Skrng Malah #PanikBikinFitnah 
Ja…"
"1049",0,"@PKSJakarta https://t.co/hcMmxypcyt"
"1050",0,"Phone Call Recording https://t.co/aQEJw6oQ6c
 ""Jakarta Bersyariah"""
"1051",0,"Baik, jangan dimaknai sepotong-sepotong: Bagi seorang muslim memang sewajarnya beriman &amp; terdorong menerapkan syari'ah (Jakarta Bersyariah)."
"1052",1,"RT @ulinyusron: Pendukung Anies Sandi yang kencang teriak Jakarta Bersyariah ditangkap di hotel mewah. Enak ya nginep di hotel? https://t.c…"
"1053",0,"RT @habibpedofil: Jakarta Bersyariah <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> yang benar adalah Jakarta Berbhineka Tunggal Ika!! Yang pengin Syariah beli pulau sendiri sana<ed><U+00A0><U+00BD><ed><U+00B6><U+0090> http…"
"1054",3,"RT @GunRomli: Anies tak perlu bersandiwara dgn bilang tdk tahu soal spanduk2 Jakarta Bersyariah, sebaiknya tanya dulu ke pendukungnya https…"
"1055",-6,"Bukan berarti serangan ""Jakarta Bersyariah"" menjadi yang paling mumpuni, bagi Allah fitnah dari kaum kafir dan munafik tidak ada apa-apanya."
"1056",-1,"RT @JH_talk_2_U: Jakarta Bersyariah atau tdk, EGP. Urusan pilkada cuma 5 thn sekali. Urusan agama sampai mati. Gw gak mau ingkar perintah A…"
"1057",-1,"RT @GunRomli: Jelas2 sekali Al-Khaththath alias Gatot ini brsama FPI yg dukung Anies ingin tegakkan NKRI Bersyariah, ya mulai dr Jakarta Be…"
"1058",-1,"RT @msdox_: Yang sabar @aniesbaswedan sekarang lagi bulan April mope banyak berita hoaxnya ""Jakarta Bersyariah"""
"1059",0,"Pas nih buat event DWP Jakarta Bersyariah https://t.co/AgLFzfT9Ow"
"1060",-1,"RT @maspiyuuu: KLARIFIKASI dan BANTAHAN Tim Anies-Sandi Terkait Spanduk Jakarta Bersyariah https://t.co/K24lYTWzus"
"1061",-2,"RT @kata_sandiuno: Jakarta Bersyariah ? mngkn msh ada yg keliru. Baca dulu artikel ini ya. Justru Anies-Sandi ingin Jakarta bersatu.
https:…"
"1062",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"1063",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"1064",0,"RT @SuaraAnies: Kontrak Politik Jakarta Bersyariah yang Beredar adalah Hoax https://t.co/OdUWgjH0sx"
"1065",-1,"RT @SuaraAnies: Surat Kontrak Menjadikan Jakarta Bersyariah Islam: Bukan Anies yang Tandatangan https://t.co/z5z7YrHjf5"
"1066",0,"RT @SuaraAnies: Gak malu hari gini masih nyebar hoax SARA Jakarta Bersyariah? @gunromli @ulinyusron @datuakrajoangek @habibthink https://t.…"
"1067",-2,"jakarta bersyariah dan nkri bersyariah itu dikira negara milik 1 golongan doang apa yak :("
"1068",2,"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…"
"1069",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"1070",-3,"RT @Alitingting2: Si cagub mengklarifikasi bhw dia tidak pasang spanduk, tp sama sekali tidak menyinggung soal isi spanduk, soal Jakarta Be…"
"1071",-1,"RT @GunRomli: Jelas2 sekali Al-Khaththath alias Gatot ini brsama FPI yg dukung Anies ingin tegakkan NKRI Bersyariah, ya mulai dr Jakarta Be…"
"1072",0,"@Takviri @glrhn https://t.co/hcMmxypcyt"
"1073",-1,"RT @GunRomli: Jelas2 sekali Al-Khaththath alias Gatot ini brsama FPI yg dukung Anies ingin tegakkan NKRI Bersyariah, ya mulai dr Jakarta Be…"
"1074",0,"Masa uni ga dukung jakarta bersyariah sih? https://t.co/JhuVjTLiXy"
"1075",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"1076",2,"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…"
"1077",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"1078",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"1079",-3,"Ada phobia yg berlebihan bagi sebgian orang jk dengar kata ""SYARIAT ISLAM"" terlebih jika dikaitkan dgn politik.""Jakarta Bersyariah"""
"1080",2,"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…"
"1081",0,"RT @LinaPradana: @na_dirs @bongkar @aniesbaswedan @pandji @EepSFatah @digembok @jokowi @kurawa Soal spanduk Jakarta Bersyariah, ada knfirma…"
"1082",-1,"RT @GunRomli: Spanduk Jakarta Bersyariah unt mengalihkan isu Al-Khaththath alias Gatot sbg pendukung Anies-Sandi yg ditangkap polisi"
"1083",0,"@JktMajuBersama @sandiuno @aniesbaswedan @Gerindra @PKSejahtera  <ed><U+00A0><U+00BE><ed><U+00B4><U+00A3> &gt;&gt; https://t.co/hcMmxypcyt"
"1084",1,"RT @gerilyapolitik: Al-Khaththath Alias Gatot, Pendukung Anies, NKRI Bersyariah Mulai dari Jakarta Bersyariah https://t.co/Jhgy3WLdgv https…"
"1085",3,"RT @GunRomli: Anies tak perlu bersandiwara dgn bilang tdk tahu soal spanduk2 Jakarta Bersyariah, sebaiknya tanya dulu ke pendukungnya https…"
"1086",-2,"RT @kata_sandiuno: Jakarta Bersyariah ? mngkn msh ada yg keliru. Baca dulu artikel ini ya. Justru Anies-Sandi ingin Jakarta bersatu.
https:…"
"1087",0,"RT @GunRomli: FUI: NKRI Bersyariah Harga Mati, ini Sekjennya Al-Khaththath alias Gatot Pendukung Anies, mulai dr Jakarta Bersyariah https:/…"
"1088",-2,"RT @GunRomli: Lagi ribut Jakarta Bersyariah, ini program Gatot alias Al-Khaththath dari FUI dan Rizieq FPI yang dukung Anies Sandi NKRI Ber…"
"1089",1,"RT @triwul82: Al-Khaththath Alias Gatot, Pendukung Anies, NKRI Bersyariah Mulai dari Jakarta Bersyariah https://t.co/jLRxIczDqA lewat @geri…"
"1090",-1,"RT @GunRomli: Spanduk Jakarta Bersyariah unt mengalihkan isu Al-Khaththath alias Gatot sbg pendukung Anies-Sandi yg ditangkap polisi"
"1091",-1,"RT @GunRomli: Jelas2 sekali Al-Khaththath alias Gatot ini brsama FPI yg dukung Anies ingin tegakkan NKRI Bersyariah, ya mulai dr Jakarta Be…"
"1092",3,"RT @GunRomli: Anies tak perlu bersandiwara dgn bilang tdk tahu soal spanduk2 Jakarta Bersyariah, sebaiknya tanya dulu ke pendukungnya https…"
"1093",-2,"RT @GunRomli: Al-Khaththath alias Gatot FUI dan Rizieq FPI ingin tegakkan NKRI Bersyariah, ya dimulai dr Jakarta Bersyariah, Anies gak usa…"
"1094",0,"RT @jundiwarrior: Kalo Ahok
BAIK dan HEBAT pasti dia udah jadi Gubernur Bangka Belitung daerah asalnya <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>

Skrng Malah #PanikBikinFitnah 
Ja…"
"1095",0,"RT @GunRomli: FUI: NKRI Bersyariah Harga Mati, ini Sekjennya Al-Khaththath alias Gatot Pendukung Anies, mulai dr Jakarta Bersyariah https:/…"
"1096",2,"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…"
"1097",0,"RT @LinaPradana: @na_dirs @bongkar @aniesbaswedan @pandji @EepSFatah @digembok @jokowi @kurawa Soal spanduk Jakarta Bersyariah, ada knfirma…"
"1098",1,"RT @GunRomli: Sepak Terjang Al-Khaththath Alias Gatot Saptono https://t.co/IkACewCL7q jejak NKRI Bersyariah &amp; Jakarta Bersyariah pendukung…"
"1099",0,"RT @smapomosda: ""Jakarta Bersyariah"" 
Apakah selalu itu yang ada difikiran setiap muslim? Umat haus, butuh minum, jangan kasih gelas terus,…"
"1100",-2,"RT @kata_sandiuno: Jakarta Bersyariah ? mngkn msh ada yg keliru. Baca dulu artikel ini ya. Justru Anies-Sandi ingin Jakarta bersatu.
https:…"
"1101",-1,"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8"
"1102",-1,"RT @EvelloCorp: [3/4/2017, 19:11 WIB] Pilkada DKI Jakarta diwarnai saling tuduh spanduk Jakarta Bersyariah. Jumlah kicauan mencapai 431 twe…"
