"","score","text"
"4216",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4217",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4218",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4219",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4220",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4221",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4222",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4223",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4224",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4225",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4226",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4227",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4228",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4229",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4230",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4231",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4232",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4233",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4234",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4235",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4236",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4237",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4238",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4239",0,"RT @hilaz_28: Jakarta bersyariah sebentar lagi,,  hemmm.. https://t.co/kr6hrqL2Gn"
"4240",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4241",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4242",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4243",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4244",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4245",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4246",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4247",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4248",-1,"@GunRomli sayangnya yang mencanangkan jakarta bersyariah. Mereka tidak syariah terlebih dahulu.. lbih adem tentrem jaga maqom ademmmmm"
"4249",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4250",0,"RT @hilaz_28: Jakarta bersyariah sebentar lagi,,  hemmm.. https://t.co/kr6hrqL2Gn"
"4251",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4252",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4253",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4254",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4255",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4256",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4257",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4258",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4259",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4260",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4261",0,"RT @hariadhi: Muhammadiyah: Konsep Jakarta Bersyariah Anies-Sandi Tidak Jelas https://t.co/1hR2bdqda6"
"4262",-1,"RT @hariadhi: NU: Jualan “Jakarta Bersyariah” Anies-Sandi Tak Akan Laku https://t.co/afWQLxl1IC"
"4263",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4264",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4265",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4266",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4267",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4268",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4269",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4270",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4271",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4272",-1,"RT @GunRomli: NU: Jualan “Jakarta Bersyariah” Anies-Sandi Tak Akan Laku https://t.co/jj1zsDYIpF"
"4273",-1,"#BaDjaBerbhinneka NU: Jualan “Jakarta Bersyariah” Anies-Sandi Tak Akan Laku https://t.co/NFZHvlhwKA"
"4274",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4275",0,"Muhammadiyah: Konsep Jakarta Bersyariah Anies-Sandi Tidak Jelas https://t.co/sbunX8yqL9 #BaDjaBerbhinneka"
"4276",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4277",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4278",0,"RT @GunRomli: Ikrar NKRI Bersyariah oleh FUI, Rizieq sbg presiden dan dimulainya dari Jakarta Bersyariah via Anies https://t.co/dmx46qj20F"
"4279",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4280",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4281",-1,"Lah kurang bersyariah apa coba Jakarta, toh gubernurnya santri kehormatan dan paling dianggap islami.<ed><U+00A0><U+00BD><ed><U+00B8><U+008A> https://t.co/bM3JjJKAM9"
"4282",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4283",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4284",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4285",-1,"NU: Jualan “Jakarta Bersyariah” Anies-Sandi Tak Akan Laku 

https://t.co/EAjKlQMVT9 

#BaDjaBerbhinneka https://t.co/bICXH3w4KU"
"4286",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4287",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4288",-2,"Smg wacana Jakarta Bersyariah Anies-Sandi lahir dr pikiran yg jernih tuk kemaslahatan umat, bukan kepentingan politik #BaDjaBerbhinneka"
"4289",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4290",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4291",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4292",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4293",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4294",0,"Muhammadiyah: Konsep Jakarta Bersyariah Anies-Sandi Tidak Jelas

https://t.co/ydwCxSSWok

#BaDjaBerbhinneka https://t.co/ZHMhO1FeZW"
"4295",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4296",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4297",0,"Muhammadiyah katakan Konsep Jakarta Bersyariah Anies-Sandi Tidak Jelas 
#BaDjaBerbhinneka 
https://t.co/PX6Q6oudxE"
"4298",-4,"Sekarang gw ga akan abai dg kampanye2 yg bawa2 Jakarta bersyariah, perempuan ditemani kalo plg mlm (what?!), ormas didanai APBD. Ga lucu."
"4299",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4300",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4301",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4302",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4303",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4304",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4305",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4306",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4307",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4308",0,"RT @hilaz_28: Jakarta bersyariah sebentar lagi,,  hemmm.. https://t.co/kr6hrqL2Gn"
"4309",0,"RT @hilaz_28: Jakarta bersyariah sebentar lagi,,  hemmm.. https://t.co/kr6hrqL2Gn"
"4310",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4311",1,"Tunggu diberlakukannya perda jakarta bersyariah, baru mereka tahu kalau pilihannya sangat keliru https://t.co/PQp0G6kE06"
"4312",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4313",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4314",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4315",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4316",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4317",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4318",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4319",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4320",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4321",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4322",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4323",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4324",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4325",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4326",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4327",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4328",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4329",0,"RT @GunRomli: Ikrar NKRI Bersyariah oleh FUI, Rizieq sbg presiden dan dimulainya dari Jakarta Bersyariah via Anies https://t.co/dmx46qj20F"
"4330",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4331",-1,"RT @GunRomli: NU: Jualan “Jakarta Bersyariah” Anies-Sandi Tak Akan Laku https://t.co/jj1zsDYIpF"
"4332",0,"RT @GunRomli: Muhammadiyah: Konsep Jakarta Bersyariah Anies-Sandi Tidak Jelas https://t.co/QmHyK1X5dt"
"4333",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4334",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4335",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4336",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4337",0,"Seramnya Jakarta Bersyariat
 - https://t.co/vRdpPvXcqI
#BaDjaBerbhinneka"
"4338",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4339",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4340",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4341",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4342",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4343",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4344",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4345",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4346",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4347",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4348",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4349",0,"RT @hilaz_28: Jakarta bersyariah sebentar lagi,,  hemmm.. https://t.co/kr6hrqL2Gn"
"4350",-1,"RT @GunRomli: Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyariah bukan is…"
"4351",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4352",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4353",0,"Loh ini deklarasi NKRI Bersyariah FUI-FPI, M Al-Khatot alias Gatot Saptono yg skrng dukung Anies, Jakarta Bersyaria… https://t.co/hXQbZ4g2l1"
"4354",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4355",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4356",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4357",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4358",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4359",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4360",1,"Ayo...brani dukung Jakarta Bersyariah? #OkOce banget! https://t.co/HxyaHrHA7v"
"4361",0,"RT @GunRomli: Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Be…"
"4362",0,"Gagal mengembalikan Piagam Jakarta, dibikinlah perda2 syariah, gagal bikin NKRI Bersyariah, mau dibuat percontohan Jakarta Bersyariah"
"4363",0,"Muhammadiyah: Konsep Jakarta Bersyariah Anies-Sandi Tidak Jelas #BaDjaBerbhinneka  https://t.co/rQ7PST8Y30"
"4364",-1,"NU: Jualan “Jakarta Bersyariah” Anies-Sandi Tak Akan Laku https://t.co/YLyKK650Rj  @aniesbaswedan @sandiuno… https://t.co/jx1WyfkrtB"
"4365",-1,"#BaDjaBerbhinneka NU: Jualan “Jakarta Bersyariah” Anies-Sandi Tak Akan Laku https://t.co/LTmuF5auyP
@AhokDjarot @basuki_btp"
"4366",0,"Muhammadiyah: Konsep Jakarta Bersyariah Anies-Sandi Tidak Jelas https://t.co/ty9wBNp3h4
#BaDjaBerBhinneka @basuki_btp @AhokDjarot"
"4367",-1,"RT @GunRomli: NU: Jualan “Jakarta Bersyariah” Anies-Sandi Tak Akan Laku https://t.co/jj1zsDYIpF"
"4368",-1,"RT @GunRomli: NU: Jualan “Jakarta Bersyariah” Anies-Sandi Tak Akan Laku https://t.co/jj1zsDYIpF"
"4369",0,"RT @GunRomli: Muhammadiyah: Konsep Jakarta Bersyariah Anies-Sandi Tidak Jelas https://t.co/QmHyK1X5dt"
"4370",-1,"RT @GunRomli: NU: Jualan “Jakarta Bersyariah” Anies-Sandi Tak Akan Laku https://t.co/jj1zsDYIpF"
"4371",0,"RT @GunRomli: Muhammadiyah: Konsep Jakarta Bersyariah Anies-Sandi Tidak Jelas https://t.co/QmHyK1X5dt"
"4372",0,"RT @GunRomli: Muhammadiyah: Konsep Jakarta Bersyariah Anies-Sandi Tidak Jelas https://t.co/QmHyK1X5dt"
"4373",-1,"RT @GunRomli: NU: Jualan “Jakarta Bersyariah” Anies-Sandi Tak Akan Laku https://t.co/jj1zsDYIpF"
"4374",-1,"RT @suaraislamco: NU: Jualan “Jakarta Bersyariah” Anies-Sandi Tak Akan Laku https://t.co/gbtyyfnOoj https://t.co/cu4LUggZK1"
